name;dosage;form
Desogestrel;0.075 mg;Comprimido
Desogestrel;0.075 mg;Comprimido revestido por película
Desogestrel + Etinilestradiol;0.15 mg + 0.02 mg;Comprimido
Desogestrel + Etinilestradiol;0.15 mg + 0.02 mg;Comprimido revestido por película
Desogestrel + Etinilestradiol;0.15 mg + 0.03 mg;Comprimido
Desogestrel + Etinilestradiol;0.15 mg + 0.03 mg;Comprimido revestido por película
Desogestrel + Etinilestradiol;Associação;Comprimido
Desonida;1 mg/g;Creme
Desonida;1 mg/ml;Solução cutânea
Desonida + Neomicina;1 mg/g + 3 mg/g;Creme
Dexametasona;0.3 mg/0.3 ml;"Colírio; solução em recipiente unidose"
Dexametasona;0.4 mg/0.4 ml;"Colírio; solução"
Dexametasona;0.5 mg;Comprimido
Dexametasona;1 mg/g;Creme
Dexametasona;1 mg/ml;"Colírio; solução"
Dexametasona;1 mg/ml;"Gotas auriculares; solução"
Dexametasona;1 mg/ml;Solução cutânea
Dexametasona;1.5 mg/ml;"Colírio; solução"
Dexametasona;20 mg;Comprimido
Dexametasona;4 mg;Comprimido
Dexametasona;4 mg/ml;Solução injetável
Dexametasona;4 mg/ml;Solução injetável ou para perfusão
Dexametasona;4 mg/ml;Solução oral
Dexametasona;40 mg;Comprimido
Dexametasona;5 mg/ml;Solução injetável
Dexametasona;700 µg;Implante intravítreo em aplicador
Dexametasona;8 mg;Comprimido
Dexametasona + Clioquinol;1 mg/g + 30 mg/g;Creme
Dexametasona + Clorofenamina;1 mg/g + 10 mg/g;Creme
Dexametasona + Clotrimazol;0.4 mg/g + 10 mg/g;Creme
Dexametasona + Dobesilato de cálcio + Lidocaína;0.25 mg/g + 40 mg/g + 20 mg/g;Pomada retal
Dexametasona + Gentamicina;0.3 mg/g + 3 mg/g;Pomada oftálmica
Dexametasona + Gentamicina;1 mg/ml + 3 mg/ml;"Colírio; solução"
Dexametasona + Gentamicina + Tetrizolina;1 mg/ml + 3 mg/ml + 0.5 mg/ml;"Gotas auriculares ou colírio; solução"
Dexametasona + Neomicina;1 mg/g + 3500 U.I./g;Creme
Dexametasona + Neomicina;1 mg/ml + 5 mg/ml;"Colírio; solução"
Dexametasona + Neomicina + Polimixina B;Associação;"Gotas auriculares; solução"
Dexametasona + Netilmicina;0.3 mg/0.3 ml + 0.9 mg/0.3 ml;"Colírio; solução em recipiente unidose"
Dexametasona + Netilmicina;1 mg/ml + 3 mg/ml;"Colírio; solução"
Dexametasona + Ofloxacina;1 mg/ml + 3 mg/ml;"Colírio; solução"
Dexametasona + Ofloxacina;1 mg/ml + 3 mg/ml;"Gotas auriculares; solução"
Dexametasona + Tobramicina;1 mg/ml + 3 mg/ml;"Colírio; suspensão"
Dexcetoprofeno;12.5 mg;Comprimido revestido por película
Dexcetoprofeno;25 mg;Comprimido revestido por película
Dexcetoprofeno;25 mg;Granulado para solução oral
Dexcetoprofeno;25 mg/10 ml;Solução oral em saqueta
Dexcetoprofeno;50 mg/2 ml;Solução injetável
Dexcetoprofeno;50 mg/2 ml;Solução injetável ou concentrado para solução para perfusão
Dexcetoprofeno;50 mg/2 ml;Solução injetável ou para perfusão
Dexclorofeniramina;5 mg/ml;Solução injetável
Dexibuprofeno;300 mg;Comprimido revestido por película
Dexibuprofeno;400 mg;Comprimido revestido por película
Dexlansoprazol;30 mg;Cápsula de libertação modificada
Dexlansoprazol;60 mg;Cápsula de libertação modificada
Dexmedetomidina;100 µg/ml;Concentrado para solução para perfusão
Dexmedetomidina;4 µg/ml;Solução para perfusão
Dexpantenol;50 mg/g;Creme
Dexpantenol;50 mg/g;Pomada
Dexpantenol;500 mg/2 ml;Solução injetável
Dexpantenol + Cloro-hexidina;50 mg/g + 5 mg/g;Creme
Dexrazoxano;20 mg/ml;Pó e solvente para concentrado para solução para perfusão
Dextrometorfano;1 mg/ml;Xarope
Dextrometorfano;1.33 mg/ml;Xarope
Dextrometorfano;1.8 mg/ml;Xarope
Dextrometorfano;10.5 mg;Pastilha mole
Dextrometorfano;2 mg/ml;Solução oral
Dextrometorfano;2 mg/ml;Xarope
Dextrometorfano;3 mg/ml;Xarope
Dextrometorfano + Efedrina;2 mg/ml + 0.5 mg/ml;Xarope
Diacereína;50 mg;Cápsula
Diazepam;10 mg;Cápsula de libertação prolongada
Diazepam;10 mg;Comprimido
Diazepam;10 mg/2 ml;Solução injetável
Diazepam;10 mg/2.5 ml;Solução retal
Diazepam;2 mg;Comprimido
Diazepam;3 mg;Cápsula
Diazepam;5 mg;Comprimido
Diazepam;5 mg/2.5 ml;Solução retal
Diazepam;6 mg;Cápsula
Dibotermina alfa;1.5 mg/ml;"Pó; solvente e matriz para matriz para implantação"
Diclofenac;0.3 mg/0.3 ml;"Colírio; solução"
Diclofenac;0.5 mg/0.5 ml;"Colírio; solução em recipiente unidose"
Diclofenac;0.74 mg/ml;Solução bucal
Diclofenac;1 mg/ml;"Colírio; solução"
Diclofenac;10 mg/g;Gel
Diclofenac;100 mg;Cápsula de libertação prolongada
Diclofenac;100 mg;Comprimido de libertação prolongada
Diclofenac;100 mg;Supositório
Diclofenac;12.5 mg;Comprimido revestido por película
Diclofenac;140 mg;Emplastro medicamentoso
Diclofenac;140 mg;Sistema transdérmico
Diclofenac;16 mg/ml;Solução cutânea
Diclofenac;20 mg/g;Gel
Diclofenac;23.2 mg/g;Gel
Diclofenac;25 mg;Cápsula mole
Diclofenac;30 mg/g;Gel
Diclofenac;40 mg/g;Solução para pulverização cutânea
Diclofenac;46.5 mg;Comprimido dispersível
Diclofenac;50 mg;Cápsula mole
Diclofenac;50 mg;Comprimido gastrorresistente
Diclofenac;50 mg;Comprimido revestido
Diclofenac;75 mg;Comprimido de libertação prolongada
Diclofenac;75 mg/2 ml;Solução injetável
Diclofenac;75 mg/3 ml;Solução injetável
Diclofenac + Misoprostol;50 mg + 0.2 mg;Comprimido
Diclofenac + Misoprostol;50 mg + 0.2 mg;Comprimido de libertação modificada
Diclofenac + Misoprostol;75 mg + 0.2 mg;Comprimido de libertação modificada
Dicloreto de rádio (223Ra);1.100 kBq/ml;Solução injetável
Didrogesterona;10 mg;Comprimido revestido por película
Didrogesterona + Estradiol;(10 mg + 1 mg) + (1 mg);Comprimido revestido
Didrogesterona + Estradiol;(10 mg + 2 mg) + (2 mg);Comprimido revestido por película
Didrogesterona + Estradiol;2.5 mg + 0.5 mg;Comprimido revestido
Didrogesterona + Estradiol;5 mg + 1 mg;Comprimido revestido
Dienogest;2 mg;Comprimido
Dienogest + Etinilestradiol;2 mg + 0.03 mg;Comprimido revestido
Dienogest + Etinilestradiol;2 mg + 0.03 mg;Comprimido revestido por película
Dienogest + Valerato de estradiol;2 mg + 1 mg;Comprimido revestido por película
Dienogest + Valerato de estradiol;2 mg + 2 mg;Comprimido revestido
Dienogest + Valerato de estradiol;Associação;Comprimido revestido por película
Difenidramina;12.5 mg/g;Pomada
Difenidramina;2.8 mg/ml;Xarope
Difenidramina;20 mg/g;Gel
Difenidramina;50 mg;Comprimido
Difenidramina + Calamina + Cânfora;10 mg/g + 80 mg/g + 1 mg/g;Creme
Difenidramina + Calamina + Cânfora;10 mg/ml + 80 mg/ml + 1 mg/ml;Suspensão cutânea
Difenidramina + Levomentol;2.8 mg/ml + 0.4 mg/ml;Xarope
Difluocortolona;1 mg/g;Creme
Difluocortolona + Cloroquinaldol;1 mg/g + 10 mg/g;Creme
Difluocortolona + Isoconazol;1 mg/g + 10 mg/g;Creme
Digoxina;0.125 mg;Comprimido
Digoxina;0.25 mg;Comprimido
Digoxina;0.25 mg/ml;Solução para perfusão
Di-hexazina;0.6 mg/ml;Pó e solvente para solução oral
Di-hexazina;6 mg;Comprimido
Diltiazem;120 mg;Cápsula de libertação prolongada
Diltiazem;180 mg;Cápsula de libertação prolongada
Diltiazem;180 mg;Comprimido de libertação prolongada
Diltiazem;20 mg/g;Pasta cutânea
Diltiazem;200 mg;Cápsula de libertação prolongada
Diltiazem;240 mg;Cápsula de libertação prolongada
Diltiazem;300 mg;Cápsula de libertação prolongada
Diltiazem;60 mg;Comprimido
Diltiazem;60 mg;Comprimido de libertação prolongada
Diltiazem;90 mg;Cápsula de libertação prolongada
Diltiazem;90 mg;Comprimido de libertação prolongada
Dimenidrinato;100 mg;Comprimido
Dimenidrinato;100 mg;Supositório
Dimenidrinato;50 mg;Comprimido
Dimenidrinato;50 mg;Comprimido sublingual
Dimenidrinato;50 mg;Supositório
Dimesilato de lisdexanfetamina;30 mg;Cápsula
Dimesilato de lisdexanfetamina;50 mg;Cápsula
Dimesilato de lisdexanfetamina;70 mg;Cápsula
Dimeticone;38.33 mg/ml;Solução cutânea
Dimetindeno;1 mg;Comprimido revestido
Dimetindeno;1 mg/g;Emulsão cutânea
Dimetindeno;1 mg/g;Gel
Dimetindeno;1 mg/ml;"Gotas orais; solução"
Dimetindeno;4 mg;Cápsula de libertação prolongada
Dimetindeno + Fenilefrina;0.25 mg/g + 2.5 mg/g;Gel nasal
Dimetindeno + Fenilefrina;0.25 mg/ml + 2.5 mg/ml;"Gotas nasais; solução"
Dimetindeno + Fenilefrina;0.25 mg/ml + 2.5 mg/ml;Solução para inalação por nebulização
Dinitrato de isossorbida;1 mg/ml;Concentrado para solução injetável
Dinitrato de isossorbida;1 mg/ml;Solução injetável
Dinitrato de isossorbida;10 mg/10 ml;Solução injetável
Dinitrato de isossorbida;20 mg;Cápsula de libertação prolongada
Dinitrato de isossorbida;40 mg;Cápsula de libertação prolongada
Dinitrato de isossorbida;5 mg;Comprimido
Dinoprostona;0.5 mg/3 g;Gel endocervical
Dinoprostona;1 mg/3 g;Gel vaginal
Dinoprostona;10 mg;Sistema de libertação vaginal
Dinoprostona;2 mg/3 g;Gel vaginal
Dinutuximab beta;4.5 mg/ml;Concentrado para solução para perfusão
Diosmina;1000 mg;Comprimido
Diosmina;300 mg;Cápsula
Diosmina;450 mg;Comprimido revestido
Diosmina;500 mg;Comprimido revestido por película
Diosmina;900 mg;Comprimido revestido por película
Dipiridamol;150 mg;Cápsula de libertação prolongada
Dipiridamol;25 mg;Comprimido revestido
Dipiridamol;5 mg/ml;Concentrado para solução para perfusão
Dipiridamol;75 mg;Comprimido revestido
Diprofilina;500 mg;Comprimido
Diprofilina;6.67 mg/ml;Xarope
Dissulfiram;500 mg;Comprimido
Ditranol;30 mg/g;Creme
Dobesilato de cálcio;500 mg;Cápsula
Dobesilato de cálcio + Lidocaína;40 mg/g + 20 mg/g;Pomada retal
Dobutamina;12.5 mg/ml;Concentrado para solução para perfusão
Dobutamina;12.5 mg/ml;Solução injetável
Dobutamina;12.5 mg/ml;Solução para perfusão
Docetaxel;120 mg/6 ml;Concentrado para solução para perfusão
Docetaxel;160 mg/8 ml;Concentrado para solução para perfusão
Docetaxel;180 mg/9 ml;Concentrado para solução para perfusão
Docetaxel;20 mg/0.5 ml;Concentrado e solvente para solução para perfusão
Docetaxel;20 mg/ml;Concentrado para solução para perfusão
Docetaxel;80 mg/2 ml;Concentrado e solvente para solução para perfusão
Docetaxel;80 mg/4 ml;Concentrado para solução para perfusão
Docosanol;100 mg/g;Creme
Docusato de sódio + Sorbitol;10 mg + 13400 mg;Solução retal
Dolutegravir;10 mg;Comprimido revestido por película
Dolutegravir;25 mg;Comprimido revestido por película
Dolutegravir;50 mg;Comprimido revestido por película
Dolutegravir + Abacavir + Lamivudina;50 mg + 600 mg + 300 mg;Comprimido revestido por película
Dolutegravir + Rilpivirina;50 mg + 25 mg;Comprimido revestido por película
Domperidona;1 mg/ml;Suspensão oral
Domperidona;10 mg;Comprimido
Domperidona;10 mg;Comprimido dispersível
Domperidona;10 mg;Comprimido revestido por película
Donepezilo;10 mg;Comprimido orodispersível
Donepezilo;10 mg;Comprimido revestido por película
Donepezilo;5 mg;Comprimido orodispersível
Donepezilo;5 mg;Comprimido revestido por película
Dopamina;200 mg/5 ml;Concentrado para solução para perfusão
Dopamina;200 mg/5 ml;Solução para perfusão
Doravirina;100 mg;Comprimido revestido por película
Doravirina + Lamivudina + Tenofovir;100 mg + 300 mg + 245 mg;Comprimido revestido por película
Dornase alfa;2.5 mg/2.5 ml;Solução para inalação por nebulização
Dorzolamida;20 mg/ml;"Colírio; solução"
Dosulepina;75 mg;Comprimido revestido
Doxazosina;1 mg;Comprimido
Doxazosina;2 mg;Comprimido
Doxazosina;4 mg;Comprimido
Doxazosina;4 mg;Comprimido de libertação modificada
Doxazosina;4 mg;Comprimido de libertação prolongada
Doxazosina;8 mg;Comprimido
Doxazosina;8 mg;Comprimido de libertação modificada
Doxazosina;8 mg;Comprimido de libertação prolongada
Doxiciclina;100 mg;Cápsula
Doxiciclina;100 mg;Comprimido dispersível
Doxiciclina;40 mg;Cápsula de libertação modificada
Doxilamina;12.5 mg;Comprimido revestido por película
Doxilamina;25 mg;Comprimido orodispersível
Doxilamina;25 mg;Comprimido revestido por película
Doxilamina + Dicloverina + Piridoxina;10 mg + 10 mg + 10 mg;Comprimido revestido
Doxilamina + Piridoxina;10 mg + 10 mg;Cápsula de libertação modificada
Doxorrubicina;2 mg/ml;Concentrado para solução para perfusão
Doxorrubicina;2 mg/ml;Solução para perfusão
Doxorrubicina;50 mg;Pó e veículo para suspensão injetável
Dronedarona;400 mg;Comprimido revestido por película
Droperidol;0.5 mg/ml;Solução injetável
Droperidol;2.5 mg/ml;Solução injetável
Dropropizina;3 mg/ml;Xarope
Drospirenona;4 mg;Comprimido revestido por película
Drospirenona + Estradiol;2 mg + 1 mg;Comprimido revestido
Drospirenona + Estradiol;2 mg + 1 mg;Comprimido revestido por película
Drospirenona + Etinilestradiol;3 mg + 0.02 mg;Comprimido revestido por película
Drospirenona + Etinilestradiol;3 mg + 0.03 mg;Comprimido revestido por película
Dulaglutido;0.75 mg/0.5 ml;Solução injetável em caneta pré-cheia
Dulaglutido;0.75 mg/0.5 ml;Solução injetável em seringa pré-cheia
Dulaglutido;1.5 mg/0.5 ml;Solução injetável em caneta pré-cheia
Dulaglutido;1.5 mg/0.5 ml;Solução injetável em seringa pré-cheia
Dulaglutido;3 mg/0.5 ml;Solução injetável em caneta pré-cheia
Dulaglutido;4.5 mg/0.5 ml;Solução injetável em caneta pré-cheia
Duloxetina;20 mg;Cápsula gastrorresistente
Duloxetina;30 mg;Cápsula gastrorresistente
Duloxetina;40 mg;Cápsula gastrorresistente
Duloxetina;60 mg;Cápsula gastrorresistente
Duloxetina;90 mg;Cápsula gastrorresistente
Dupilumab;200 mg/1.14 ml;Solução injetável em caneta pré-cheia
Dupilumab;200 mg/1.14 ml;Solução injetável em seringa pré-cheia
Dupilumab;300 mg/2 ml;Solução injetável em caneta pré-cheia
Dupilumab;300 mg/2 ml;Solução injetável em seringa pré-cheia
Durvalumab;50 mg/ml;Concentrado para solução para perfusão
Dutasterida;0.5 mg;Cápsula mole
Dutasterida + Tansulosina;0.5 mg + 0.4 mg;Cápsula
Ebastina;1 mg/ml;Solução oral
Ebastina;10 mg;Comprimido orodispersível
Ebastina;10 mg;Comprimido revestido por película
Ebastina;10 mg;Liofilizado oral
Ebastina;20 mg;Comprimido orodispersível
Ebastina;20 mg;Comprimido revestido por película
Econazol;(10 mg/g) + (150 mg);Creme vaginal + Óvulo
Econazol;10 mg/g;Creme
Econazol;10 mg/g;Creme vaginal
Econazol;10 mg/g;Pó para pulverização cutânea
Econazol;10 mg/g;Solução para pulverização cutânea
Econazol;150 mg;Óvulo
Econazol + Triamcinolona;10 mg/g + 1 mg/g;Creme
Eculizumab;300 mg;Concentrado para solução para perfusão
Edotreotido;40 µg;Conjunto para preparações radiofarmacêuticas
Edoxabano;15 mg;Comprimido revestido por película
Edoxabano;30 mg;Comprimido revestido por película
Edoxabano;60 mg;Comprimido revestido por película
Efavirenz;100 mg;Cápsula
Efavirenz;200 mg;Cápsula
Efavirenz;200 mg;Comprimido revestido por película
Efavirenz;30 mg/ml;Solução oral
Efavirenz;50 mg;Cápsula
Efavirenz;50 mg;Comprimido revestido por película
Efavirenz;600 mg;Comprimido revestido por película
Efavirenz + Emtricitabina + Tenofovir;600 mg + 200 mg + 245 mg;Comprimido revestido por película
Efedrina;3 mg/ml;Solução injetável em seringa pré-cheia
Efedrina;30 mg/ml;Solução injetável
Efedrina;50 mg/ml;Solução injetável
Efluornitina;115 mg/g;Creme
Efmoroctocog alfa;1000 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;1333 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;1667 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;167 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;2000 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;250 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;333 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;500 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;667 U.I./ml;Pó e solvente para solução injetável
Efmoroctocog alfa;83 U.I./ml;Pó e solvente para solução injetável
Eftrenonacog alfa;100 U.I./ml;Pó e solvente para solução injetável
Eftrenonacog alfa;200 U.I./ml;Pó e solvente para solução injetável
Eftrenonacog alfa;400 U.I./ml;Pó e solvente para solução injetável
Eftrenonacog alfa;50 U.I./ml;Pó e solvente para solução injetável
Eftrenonacog alfa;600 U.I./ml;Pó e solvente para solução injetável
Elbasvir + Grazoprevir;50 mg + 100 mg;Comprimido revestido por película
Electrólitos;1.2 mmol/l;Solução para hemodiálise ou hemofiltração
Electrólitos;Associação;Concentrado para solução para perfusão
Electrólitos;Associação;Solução para hemodiálise ou hemofiltração
Electrólitos;Associação;Solução para perfusão
Electrólitos + Gelatina;Associação;Solução para perfusão
Electrólitos + Glucose;Associação;Comprimido efervescente
Electrólitos + Glucose;Associação;Pó para solução oral
Electrólitos + Glucose;Associação;Solução para diálise peritoneal
Electrólitos + Glucose;Associação;Solução para hemodiálise ou hemofiltração
Electrólitos + Glucose;Associação;Solução para hemofiltração
Electrólitos + Glucose;Associação;Solução para perfusão
Electrólitos + Hidroxietilamido;60 mg/ml;Solução para perfusão
Electrólitos + Hidroxietilamido;Associação;Solução para perfusão
Eletriptano;20 mg;Comprimido revestido por película
Eletriptano;40 mg;Comprimido revestido por película
Eliglustato;84 mg;Cápsula
Elosulfase alfa;1 mg/ml;Concentrado para solução para perfusão
Elotuzumab;300 mg;Pó para concentrado para solução para perfusão
Elotuzumab;400 mg;Pó para concentrado para solução para perfusão
Eltrombopag;12.5 mg;Comprimido revestido por película
Eltrombopag;25 mg;Comprimido revestido por película
Eltrombopag;25 mg;Pó para suspensão oral
Eltrombopag;50 mg;Comprimido revestido por película
Eltrombopag;75 mg;Comprimido revestido por película
Eluxadolina;100 mg;Comprimido revestido por película
Eluxadolina;75 mg;Comprimido revestido por película
Elvitegravir + Cobicistate + Emtricitabina + Tenofovir;150 mg+150 mg+200 mg+245 mg;Comprimido revestido por película
Elvitegravir + Cobicistate + Emtricitabina + Tenofovir alafenamida;150 mg+150 mg+200 mg+10 mg;Comprimido revestido por película
Emedastina;0.5 mg/ml;"Colírio; solução"
Emicizumab;150 mg/ml;Solução injetável
Emicizumab;30 mg/ml;Solução injetável
Empagliflozina;10 mg;Comprimido revestido por película
Empagliflozina;25 mg;Comprimido revestido por película
Empagliflozina + Linagliptina;10 mg + 5 mg;Comprimido revestido por película
Empagliflozina + Linagliptina;25 mg + 5 mg;Comprimido revestido por película
Empagliflozina + Metformina;12.5 mg + 1000 mg;Comprimido revestido por película
Empagliflozina + Metformina;12.5 mg + 850 mg;Comprimido revestido por película
Empagliflozina + Metformina;5 mg + 1000 mg;Comprimido revestido por película
Empagliflozina + Metformina;5 mg + 850 mg;Comprimido revestido por película
Emtricitabina;10 mg/ml;Solução oral
Emtricitabina;200 mg;Cápsula
Emtricitabina + Rilpivirina + Tenofovir;200 mg + 25 mg + 245 mg;Comprimido revestido por película
Emtricitabina + Rilpivirina + Tenofovir alafenamida;200 mg + 25 mg + 25 mg;Comprimido revestido por película
